2025-11-27 15:47:28.995 | INFO     | AutoResponder initialized 
2025-11-27 15:52:02.622 | INFO     | 🤖 Starting OpenCode execution on server... [alert:96c53e73, exec:e0fde39f]
2025-11-27 15:52:02.624 | INFO     | 🔄 Full SSH command: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 'OPENCODE_API_KEY=sk-dbb9b6c... opencode run --agent soc_god "<context>"' [alert:96c53e73, exec:e0fde39f]
2025-11-27 15:53:06.231 | ERROR    | ❌ SSH OpenCode execution FAILED on server (exit code: 255) [alert:96c53e73, exec:e0fde39f]
2025-11-27 15:53:06.233 | INFO     | 🔍 Unknown SSH error - running diagnostics anyway... [alert:96c53e73, exec:e0fde39f]
2025-11-27 15:53:06.234 | INFO     | 🔍 Diagnosing SSH connectivity to 172.31.0.10... [alert:96c53e73, exec:e0fde39f]
2025-11-27 15:53:06.236 | INFO     | ✅ SSH client found at: /usr/bin/ssh [alert:96c53e73, exec:e0fde39f]
2025-11-27 15:53:06.237 | INFO     | ✅ SSH key found at /root/.ssh/id_rsa_auto_responder [alert:96c53e73, exec:e0fde39f]
2025-11-27 15:53:06.240 | INFO     | 🏠 Running from host: instance-20251104-1550 [alert:96c53e73, exec:e0fde39f]
2025-11-27 15:53:06.244 | INFO     | 🌐 Our IPs: 127.0.0.1, 10.0.0.195, 172.17.0.1, 172.30.0.254, 172.31.0.254 [alert:96c53e73, exec:e0fde39f]
2025-11-27 15:53:06.245 | INFO     | 🏓 Testing ping: ping -c 2 -W 3 172.31.0.10 [alert:96c53e73, exec:e0fde39f]
2025-11-27 15:53:07.259 | INFO     | ✅ Ping to 172.31.0.10: SUCCESS [alert:96c53e73, exec:e0fde39f]
2025-11-27 15:53:07.262 | INFO     | 🔐 Testing SSH: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o ConnectTimeout=10 -o BatchMode=yes -o LogLevel=DEBUG -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 echo SSH_TEST_SUCCESS [alert:96c53e73, exec:e0fde39f]
2025-11-27 15:53:07.455 | INFO     | ✅ SSH connection to 172.31.0.10: SUCCESS [alert:96c53e73, exec:e0fde39f]
2025-11-27 15:53:07.455 | INFO     | 🏁 SSH connectivity diagnosis completed for 172.31.0.10 [alert:96c53e73, exec:e0fde39f]
2025-11-27 15:53:07.456 | INFO     | ⏳ Retrying SSH execution in 20 seconds... [alert:96c53e73, exec:e0fde39f]
2025-11-27 15:53:27.475 | INFO     | 🚀 Executing plan via SSH on server (172.31.0.10) - attempt 3/3 [alert:96c53e73, exec:e0fde39f]
2025-11-27 15:53:27.477 | INFO     | 🔐 Testing SSH connectivity: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o ConnectTimeout=10 -o BatchMode=yes -o LogLevel=ERROR -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 echo SSH_CONNECTIVITY_TEST [alert:96c53e73, exec:e0fde39f]
2025-11-27 15:53:27.647 | INFO     | ✅ SSH connectivity test successful for server [alert:96c53e73, exec:e0fde39f]
2025-11-27 15:53:27.647 | INFO     | 📤 SSH test response: SSH_CONNECTIVITY_TEST [alert:96c53e73, exec:e0fde39f]
2025-11-27 15:53:27.647 | INFO     | 🤖 Starting OpenCode execution on server... [alert:96c53e73, exec:e0fde39f]
2025-11-27 15:53:27.647 | INFO     | 🔄 Full SSH command: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 'OPENCODE_API_KEY=sk-dbb9b6c... opencode run --agent soc_god "<context>"' [alert:96c53e73, exec:e0fde39f]
2025-11-27 15:54:51.193 | INFO     | ✅ Plan execution successful via SSH on server [alert:96c53e73, exec:e0fde39f]
2025-11-27 15:54:51.194 | INFO     | 🎉 Alert processed successfully | Execution: 199.71s | Total: 199.72s [alert:96c53e73, exec:e0fde39f]
2025-11-27 15:54:56.201 | INFO     | 🚨 NEW ALERT DETECTED - Source: unknown -> Target: unknown | Type: unknown [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:54:56.201 | INFO     | 📝 Generating remediation plan... [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:54:56.201 | INFO     | Alert formatted for planner (full text below) [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:54:56.205 | INFO     | ✅ Plan generated successfully (0.00s) | Executor: 172.31.0.10 [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:54:56.205 | INFO     | 🚀 Starting plan execution via SSH... [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:54:56.206 | INFO     | 🎯 Target determined: server at 172.31.0.10 [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:54:56.206 | INFO     | 🔑 Checking SSH key setup... 
2025-11-27 15:54:56.208 | INFO     | ✅ SSH client found: /usr/bin/ssh 
2025-11-27 15:54:56.210 | INFO     | ✅ ssh-keygen found: /usr/bin/ssh-keygen 
2025-11-27 15:54:56.210 | INFO     | ✅ SSH key permissions set correctly 
2025-11-27 15:54:56.211 | INFO     | 🚀 Executing plan via SSH on server (172.31.0.10) - attempt 1/3 [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:54:56.212 | INFO     | 🔐 Testing SSH connectivity: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o ConnectTimeout=10 -o BatchMode=yes -o LogLevel=ERROR -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 echo SSH_CONNECTIVITY_TEST [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:54:56.403 | INFO     | ✅ SSH connectivity test successful for server [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:54:56.404 | INFO     | 📤 SSH test response: SSH_CONNECTIVITY_TEST [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:54:56.406 | INFO     | 🤖 Starting OpenCode execution on server... [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:54:56.407 | INFO     | 🔄 Full SSH command: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 'OPENCODE_API_KEY=sk-dbb9b6c... opencode run --agent soc_god "<context>"' [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:20.677 | ERROR    | ❌ SSH OpenCode execution FAILED on server (exit code: 255) [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:20.678 | INFO     | 🔍 Unknown SSH error - running diagnostics anyway... [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:20.679 | INFO     | 🔍 Diagnosing SSH connectivity to 172.31.0.10... [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:20.681 | INFO     | ✅ SSH client found at: /usr/bin/ssh [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:20.682 | INFO     | ✅ SSH key found at /root/.ssh/id_rsa_auto_responder [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:20.684 | INFO     | 🏠 Running from host: instance-20251104-1550 [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:20.686 | INFO     | 🌐 Our IPs: 127.0.0.1, 10.0.0.195, 172.17.0.1, 172.30.0.254, 172.31.0.254 [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:20.687 | INFO     | 🏓 Testing ping: ping -c 2 -W 3 172.31.0.10 [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:21.722 | INFO     | ✅ Ping to 172.31.0.10: SUCCESS [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:21.724 | INFO     | 🔐 Testing SSH: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o ConnectTimeout=10 -o BatchMode=yes -o LogLevel=DEBUG -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 echo SSH_TEST_SUCCESS [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:21.748 | ERROR    | ❌ SSH connection to 172.31.0.10: FAILED (exit code: 255) [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:21.748 | INFO     | 🏁 SSH connectivity diagnosis completed for 172.31.0.10 [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:21.748 | INFO     | ⏳ Retrying SSH execution in 10 seconds... [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:31.759 | INFO     | 🚀 Executing plan via SSH on server (172.31.0.10) - attempt 2/3 [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:31.759 | INFO     | 🔐 Testing SSH connectivity: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o ConnectTimeout=10 -o BatchMode=yes -o LogLevel=ERROR -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 echo SSH_CONNECTIVITY_TEST [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:31.765 | ERROR    | ❌ SSH connectivity test failed for server (exit code: 255) [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:31.765 | INFO     | 🔍 Running SSH diagnostics due to test failure... [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:31.765 | INFO     | 🔍 Diagnosing SSH connectivity to 172.31.0.10... [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:31.767 | INFO     | ✅ SSH client found at: /usr/bin/ssh [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:31.767 | INFO     | ✅ SSH key found at /root/.ssh/id_rsa_auto_responder [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:31.768 | INFO     | 🏠 Running from host: instance-20251104-1550 [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:31.770 | INFO     | 🌐 Our IPs: 127.0.0.1, 10.0.0.195, 172.17.0.1, 172.30.0.254, 172.31.0.254 [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:31.770 | INFO     | 🏓 Testing ping: ping -c 2 -W 3 172.31.0.10 [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:32.794 | INFO     | ✅ Ping to 172.31.0.10: SUCCESS [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:32.794 | INFO     | 🔐 Testing SSH: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o ConnectTimeout=10 -o BatchMode=yes -o LogLevel=DEBUG -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 echo SSH_TEST_SUCCESS [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:32.799 | ERROR    | ❌ SSH connection to 172.31.0.10: FAILED (exit code: 255) [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:32.800 | INFO     | 🏁 SSH connectivity diagnosis completed for 172.31.0.10 [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:32.800 | INFO     | 🤖 Starting OpenCode execution on server... [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:32.800 | INFO     | 🔄 Full SSH command: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 'OPENCODE_API_KEY=sk-dbb9b6c... opencode run --agent soc_god "<context>"' [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:32.807 | ERROR    | ❌ SSH OpenCode execution FAILED on server (exit code: 255) [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:32.807 | INFO     | 🔍 SSH connection issue detected - running diagnostics... [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:32.808 | INFO     | 🔍 Diagnosing SSH connectivity to 172.31.0.10... [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:32.809 | INFO     | ✅ SSH client found at: /usr/bin/ssh [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:32.809 | INFO     | ✅ SSH key found at /root/.ssh/id_rsa_auto_responder [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:32.810 | INFO     | 🏠 Running from host: instance-20251104-1550 [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:32.812 | INFO     | 🌐 Our IPs: 127.0.0.1, 10.0.0.195, 172.17.0.1, 172.30.0.254, 172.31.0.254 [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:32.812 | INFO     | 🏓 Testing ping: ping -c 2 -W 3 172.31.0.10 [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:33.817 | INFO     | ✅ Ping to 172.31.0.10: SUCCESS [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:33.818 | INFO     | 🔐 Testing SSH: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o ConnectTimeout=10 -o BatchMode=yes -o LogLevel=DEBUG -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 echo SSH_TEST_SUCCESS [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:33.823 | ERROR    | ❌ SSH connection to 172.31.0.10: FAILED (exit code: 255) [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:33.824 | INFO     | 🏁 SSH connectivity diagnosis completed for 172.31.0.10 [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:33.824 | INFO     | ⏳ Retrying SSH execution in 20 seconds... [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:53.844 | INFO     | 🚀 Executing plan via SSH on server (172.31.0.10) - attempt 3/3 [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:53.845 | INFO     | 🔐 Testing SSH connectivity: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o ConnectTimeout=10 -o BatchMode=yes -o LogLevel=ERROR -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 echo SSH_CONNECTIVITY_TEST [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:53.854 | ERROR    | ❌ SSH connectivity test failed for server (exit code: 255) [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:53.855 | INFO     | 🔍 Running SSH diagnostics due to test failure... [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:53.856 | INFO     | 🔍 Diagnosing SSH connectivity to 172.31.0.10... [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:53.858 | INFO     | ✅ SSH client found at: /usr/bin/ssh [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:53.859 | INFO     | ✅ SSH key found at /root/.ssh/id_rsa_auto_responder [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:53.860 | INFO     | 🏠 Running from host: instance-20251104-1550 [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:53.863 | INFO     | 🌐 Our IPs: 127.0.0.1, 10.0.0.195, 172.17.0.1, 172.30.0.254, 172.31.0.254 [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:53.864 | INFO     | 🏓 Testing ping: ping -c 2 -W 3 172.31.0.10 [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:54.874 | INFO     | ✅ Ping to 172.31.0.10: SUCCESS [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:54.876 | INFO     | 🔐 Testing SSH: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o ConnectTimeout=10 -o BatchMode=yes -o LogLevel=DEBUG -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 echo SSH_TEST_SUCCESS [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:54.883 | ERROR    | ❌ SSH connection to 172.31.0.10: FAILED (exit code: 255) [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:54.884 | INFO     | 🏁 SSH connectivity diagnosis completed for 172.31.0.10 [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:54.884 | INFO     | 🤖 Starting OpenCode execution on server... [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:54.884 | INFO     | 🔄 Full SSH command: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 'OPENCODE_API_KEY=sk-dbb9b6c... opencode run --agent soc_god "<context>"' [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:54.896 | ERROR    | ❌ SSH OpenCode execution FAILED on server (exit code: 255) [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:54.897 | INFO     | 🔍 SSH connection issue detected - running diagnostics... [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:54.898 | INFO     | 🔍 Diagnosing SSH connectivity to 172.31.0.10... [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:54.901 | INFO     | ✅ SSH client found at: /usr/bin/ssh [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:54.902 | INFO     | ✅ SSH key found at /root/.ssh/id_rsa_auto_responder [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:54.904 | INFO     | 🏠 Running from host: instance-20251104-1550 [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:54.906 | INFO     | 🌐 Our IPs: 127.0.0.1, 10.0.0.195, 172.17.0.1, 172.30.0.254, 172.31.0.254 [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:54.907 | INFO     | 🏓 Testing ping: ping -c 2 -W 3 172.31.0.10 [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:55.963 | INFO     | ✅ Ping to 172.31.0.10: SUCCESS [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:55.963 | INFO     | 🔐 Testing SSH: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o ConnectTimeout=10 -o BatchMode=yes -o LogLevel=DEBUG -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 echo SSH_TEST_SUCCESS [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:55.973 | ERROR    | ❌ SSH connection to 172.31.0.10: FAILED (exit code: 255) [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:55.974 | INFO     | 🏁 SSH connectivity diagnosis completed for 172.31.0.10 [alert:679f07c2, exec:ed97ec0c]
2025-11-27 15:55:55.974 | ERROR    | ❌ All 3 SSH execution attempts failed for server [alert:679f07c2, exec:ed97ec0c]
